suz_word	npi_word	frequency
आं	पावल	1
एसीया	आफैँचाहिँ	1
उइ	एसियामै	1
एफिससमी	त्यसैबेला	1
राम्‍शी	खैलाबैला	1
पोक्‍चा	मच्‍चियो	1
मारदे	डायनाको	1
चेम्‍ब	बनाउने	1
चेम्‍ब	सिल्पकार	1
आरतेमीस	डेमेत्रियसले	1
लेयशा	कारीगरहरूलाई	1
चेम्‍‍बाक्‍माक्‍त	जुटाइदिन्थे	1
चेम्‍शा	व्यापारबाट	1
तुइक्‍नय	कमाइरहेका	1
हिरने	देख्दै	1
हिरने	नभएर	1
हिरने	ठाउँहरूमा	1
पूजा	फर्काएको	1
इं	ईश्‍वरहरू	1
मिक्‍चीम	होइनन्	1
ताइतय	भनिरहेछ	1
सेउ	व्यापारमा	1
प्रोंइचाम्‍तेक्‍मे	नोक्सानी	1
नेल्‍लेमी	हाम्री	1
एसीयामी	देवी	1
प्रोंइचाम्‍तेक्‍मे	डायनाको	1
प्रोंइचाम्‍तेक्‍मे	मन्दिर	1
एसीयामी	तिनीप्रति	1
मान	आस्था	1
नमी	एसिया	1
मान	संसारबाटै	1
मलीब	हराउनेछ	1
मिनु	सुनेपछि	1
एफिसस	रिसाएर	1
रेय‍के	अलमलमा	1
दुम्‍माक्‍त	परे	1
दोरशा	पावलसँग	1
अरीस्‍तारकस	अरिस्तार्खसलाई	1
दिंममी	रङ्गशालाभित्र	1
चाक्‍ग्‍मे	दौडे	1
देल्‍तीकेमी	भिडमा	1
मगेमे	रोके	1
एसीया	साथै	1
सरकार	स्थानीय	1
एसीया	पावलका	1
मदुम्‍ब	मित्र	1
है	भिडमा	1
नेंपाइक्‍थ	नआउन	1
अर्कोमी	अरूले	1
रेयके	भिडका	1
पामे	अलमलमा	1
मतुइक्‍तमे	समेत	1
पोक्‍शो	एलेक्जेन्डरलाई	1
अलेकजन्‍डर	भिडको	1
हुल	पंक्तिमा	1
गुइ	हातद्वारा	1
सिक्‍सी	इशारा	1
नेनीने	भिडलाई	1
रुप्‍पाइक्‍नन्‍नी	बुझाउन	1
एको	अलेक्जेन्डर	1
आरतेमीस	पाए	1
आरतेमीस	घण्टासम्म	1
नोले	नगर-सचिवले	1
नाइक्‍पाइक्‍मी	गराएर	1
एफिसीपुकी	एफिससका	1
एफिसस	एफिसीहरूको	1
देवी	डायनाको	1
मूर्ति	मूर्तिको	1
मान	रक्षक	1
ममिम्‍नीमी	कसलाई	1
मानेशा	सकिँदैन	1
सेल्‍नीमी	रहनुपर्छ	1
पनी	हतारमा	1
आरतेमीस	न	1
मपाम्‍स	लुटेका	1
मक्‍याम्‍देस	हाम्री	1
देवी	देवीको	1
देमेत्रीयस	डेमेत्रियस	1
वारचपुकीमी	कारीगरहरूसँग	1
मुददा	अदालतहरू	1
उजुर	न्यायाधीशहरू	1
ग्रुंइचा	उजुरी	1
माल्‍शो	दिऊन्	1
मचाप्‍तु	नियमित	1
गेनीकी	लिइने	1
पाइतय	खैलाबैलाको	1
दुम्‍नय	खतरा	1
रेयके	बिनाकारणको	1
देंने	व्याख्या	1
थुम्‍शा	सभालाई	1
सोइक्‍तीमी	विसर्जन	1
नाइक्‍तमे	सकिएपछि	1
मेक	भएर	1
लमाक्‍त	जानका	1
मासीडोनीया	हिँडे	1
मासीडोनीयामी	क्षेत्रहरू	1
हिरन	जाँदा	1
जाक्‍दीम्‍माक्‍त	ग्रीसतर्फ	1
रागीमी	त्यहाँ	1
जहाज	जहाजद्वारा	1
गे	लाग्‍ने	1
लाइनुङ	तरखर	1
ग्‍याइक्‍चा	षडयन्‍त्र	1
बाप्‍शो	रचे	1
काथा	एसियासम्म	1
बेरोइया	बेरिया	1
पुरोस	पुरोसका	1
सोपाटेर	सोपात्रोस	1
सहर	विश्‍वासीहरूबाट	1
सेकुन्‍दस	सिकन्दस	1
डेरबे	डर्बीका	1
तिखीकस	तुखिकस	1
त्रोफीमस	त्रोमिफसले	1
जची	चाडपछि	1
फिलिप्‍पी	फिलिप्पीबाट	1
ङोइश्‍शा	हिँड्यौँ	1
आइतबार	हप्‍ताको	1
जथ	भाँच्‍नलाई	1
खुम्‍साक्‍क	थियौँ	1
आइतबार	विश्‍वासीहरूसँग	1
लचा	हिँड्ने	1
माल्‍ब	योजना	1
नाक्‍दो	गरेकाले	1
उइक्‍थ	मध्यरातसम्मै	1
पाप्‍तु	बोलिरहे	1
युतीकस	युटिकस	1
झेलमी	झ्यालमा	1
युतीकस	गहिरोमा	1
मुकु	निद्रमा	1
पाप्‍तु	पर्यो	1
तला	अझै	1
तला	बोल्दै	1
रे	जाँदा	1
दोक्‍त	निद्रामा	1
तार	तल्लाबाट	1
दोक्‍त	झर्यो	1
बेक्‍ने	त्यसलाईलाई	1
थित्‍तेक्‍म	उठाए	1
बाप्‍शा	त्यसतिनीमाथि	1
मुप्‍शा	परे	1
एर	अँगालोमा	1
मबेक्‍शो	चिन्तित	1
महिनीन	नहुनुहोस्	1
दाप्‍ची	त्यसपछि	1
कुशा	माथिल्लो	1
प्रभु	तल्लामा	1
जने	भाँचे	1
लची	झिसमिसे	1
जाक्‍मेनु	उज्यालो	1
जाक्‍मेनु	हुदाँसम्म	1
गो	कुराकानी	1
लची	हिँडे	1
ठिटा	ठिटालाई	1
सेस	जीवितै	1
तशा	ल्याए	1
ग्‍येरसाक्‍क	पाए	1
पावलमी	पावलभन्दा	1
अस्‍सोस	आस्सोसतिर	1
लने	लाग्यौँ	1
देंशा	योजना	1
ङोइक्‍पाइश्‍शा	गर्‍यौँ	1
अस्‍सोसमी	जमिनको	1
जाक्‍दीत्‍तक	योजना	1
अस्‍सोस	आस्सोसमा	1
ग्रुम्‍शा	भेटेपछि	1
ङोइश्‍शा	लियौँ	1
मितीलेनेमी	मिटिलेने	1
दीसा	त्यहाँबाट	1
नित्‍थ	खियोस	1
सामोसमी	टापुको	1
सामोसमी	सामुन्‍ने	1
सांबु	सामोस	1
मिलेटस	टापुमा	1
मिलेटस	मिलेटस	1
मानेचा	भएसम्म	1
जाक्‍दीत्‍चा	पुग्‍नलाई	1
माल्‍ब	हतार	1
एफिससमी	नबिताइकन	1
मग्‍योल्‍चा	एफिसस	1
एसीयामी	यात्रा	1
गाक्‍तक	निर्णय	1
